название,описание,цена,картинка
Ноутбук Acer Aspire A315-56 Intel Core i3-1005G1 4GB DDR4 1000GB HDD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1366х768; объем оперативной памяти 4 Гб; накопитель HDD 1000 Гб; DVDRW нет; вес от 1.9 кг            ",37910 сом,https://www.kivano.kg/images/product/89537/1646325996_18244500.jpg
Ноутбук Acer Nitro AN515-57 Intel Core i5-10300H 8GB DDR4 256GB SSD NVIDIA RTX 3050 FHD DOS Black,"



        Операционная система DOS процессор Intel Core i5 (4/8) 2500 - 4500 MHz; видеоадаптер NVIDIA RTX 3050 4GB GDDR6; экран 15.6"" IPS 1920x1080; оперативная память 8 GB DDR4; накопитель SSD 256...            ",82710 сом,https://www.kivano.kg/images/product/100801/1638377915_12094400.png
Ноутбук HP 255 G8 AMD Ryzen 5 3500U 8GB DDR4 128GB SSD FHD DOS Black,"



        Операционная система DOS; процессор AMD Ryzen 5 (4/8) 2100 - 3700 MHz; видеоадаптер Radeon Vega; экран 15.6"" TN 1920x1080; оперативная память 8 GB DDR4; накопитель SSD 128 GB; DVDRW нет;...            ",46070 сом,https://www.kivano.kg/images/product/102081/1640848750_52635200.jpg
Ноутбук Asus X509JA Intel Core i3-1005G1 12GB DDR4 256GB SSD FHD W10 Silver,"



        Операционная система Windows 10; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 12 GB DDR4; накопитель 256 GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics            ",53520 сом,https://www.kivano.kg/images/product/105409/1649927259_58478400.png
Ноутбук Dell Inspiron 3511 Intel Core i5-1135G7 8GB DDR4 128GB SSD NVIDIA MX350 FHD DOS Silver,"



        Операционная система DOS; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 8GB DDR4; накопитель 128GB SSD; экран 15.6"" WVA 1920x1080; видеоадаптер NVIDIA MX 350            ",61830 сом,https://www.kivano.kg/images/product/107713/1655841304_37521600.jpg
Ноутбук Lenovo V15 G1-IML Intel Core i5-10210U 20GB DDR4 1000GB SSD FHD DOS Gray,"



        Операционная система DOS; процессор Intel Core i5-10210U (4/8) 1600-4200 MHz; оперативная память 20GB DDR4; накопитель 1000GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            ",54650 сом,https://www.kivano.kg/images/product/108225/1656565485_82000400.jpg
Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 8GB DDR4 256GB SSD Nvidia Geforce MX230 2GB HD черный,"



        Тип: ноутбук; Процессор: Intel Core i3-10110U; Разрешение экрана: 1366x768 HD; Графический контроллер: Nvidia GeForce MX230; Объем оперативной памяти: 8 GB DDR4; Объем накопителя SSD: 256 GB; Вес: от 1.9 кг            ",47470 сом,https://www.kivano.kg/images/product/87234/1608792144_41982700.jpg
Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 12GB DDR4 1000GB HDD + 512GB SSD FHD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1920x1080; объем оперативной памяти 12 Гб; накопитель HDD 1000 Гб + SSD 512 Гб; DVDRW нет; вес...            ",52200 сом,https://www.kivano.kg/images/product/88770/1612958402_26064400.jpg
Ноутбук Acer Aspire A315-56 Intel Core i3-1005G1 8GB DDR4 1000GB HDD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1366х768; объем оперативной памяти 8 Гб; накопитель HDD 1000 Гб; DVDRW нет; вес от 1.9 кг            ",39670 сом,https://www.kivano.kg/images/product/89538/1646326080_53909500.jpg
Ноутбук Acer Nitro AN515-57 Intel Core i5-10300H 12GB DDR4 256GB SSD NVIDIA RTX 3050 FHD DOS Black,"



        Операционная система DOS процессор Intel Core i5 (4/8) 2500 - 4500 MHz; видеоадаптер NVIDIA RTX 3050 4GB GDDR6; экран 15.6"" IPS 1920x1080; оперативная память 12 GB DDR4; накопитель SSD 256...            ",90570 сом,https://www.kivano.kg/images/product/100802/1638377982_85823500.png
Ноутбук HP 255 G8 AMD Ryzen 5 3500U 12GB DDR4 128GB SSD FHD DOS Black,"



        Операционная система DOS; процессор AMD Ryzen 5 (4/8) 2100 - 3700 MHz; видеоадаптер Radeon Vega; экран 15.6"" TN 1920x1080; оперативная память 12 GB DDR4; накопитель SSD 128 GB; DVDRW нет;...            ",47820 сом,https://www.kivano.kg/images/product/102082/1640848773_76959400.jpg
Ноутбук Asus X509JA Intel Core i3-1005G1 20GB DDR4 256GB SSD FHD DOS Silver,"



        Операционная система DOS; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 20 GB DDR4; накопитель 256 GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics            ",51760 сом,https://www.kivano.kg/images/product/105410/1649927292_45192100.png
Ноутбук Dell Inspiron 3511 Intel Core i5-1135G7 16GB DDR4 1000GB HDD + 256GB SSD NVIDIA MX350 FHD DOS Silver,"



        Операционная система DOS; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 16GB DDR4; накопитель 1000GB HDD + 256GB SSD; экран 15.6"" WVA 1920x1080; видеоадаптер NVIDIA MX 350            ",68820 сом,https://www.kivano.kg/images/product/107714/1655841314_00364200.jpg
Ноутбук Lenovo V15 G1-IML Intel Core i5-10210U 4GB DDR4 500GB HDD + 128GB SSD FHD DOS Gray,"



        Операционная система DOS; процессор Intel Core i5-10210U (4/8) 1600-4200 MHz; оперативная память 4GB DDR4; накопитель 500GB HDD + 128GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            ",46070 сом,https://www.kivano.kg/images/product/108226/1656565962_60598200.jpg
Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 8GB DDR4 512GB SSD Nvidia Geforce MX230 2GB HD черный,"



        Тип: ноутбук; Процессор: Intel Core i3-10110U; Разрешение экрана: 1366x768 HD; Графический контроллер: Nvidia GeForce MX230; Объем оперативной памяти: 8 GB DDR4; Объем накопителя SSD: 512 GB; Вес: от 1.9 кг            ",50900 сом,https://www.kivano.kg/images/product/87235/1608792223_86935400.jpg
Ноутбук Acer Extensa EX215-52-37SE Intel Core i3-1005G1 4GB DDR4 500GB HDD FHD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1920x1080; объем оперативной памяти 4 Гб; накопитель HDD 500 Гб; вес от 1.9 кг            ",41510 сом,https://www.kivano.kg/images/product/87491/1609320124_71320800.jpg
Ноутбук Acer Aspire A315-57G Intel Core i7-1065G7 8GB DDR4 1000GB HDD NVIDIA MX330 FHD DOS Black,"



        Операционная система DOS; 4х-ядерный процессор 1.3 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" TN 1920х1080; объем оперативной памяти 8 Гб; накопитель HDD 1000 Гб; DVDRW нет; вес от 1.9 кг            ",64450 сом,https://www.kivano.kg/images/product/88771/1620889826_22782200.jpg
Ноутбук Acer Aspire A315-56 Intel Core i3-1005G1 4GB DDR4 128GB SSD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1366х768; объем оперативной памяти 4 Гб; накопитель SSD 128 Гб; DVDRW нет; вес от 1.9 кг            ",37740 сом,https://www.kivano.kg/images/product/89539/1614786050_30122500.jpg
Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 4GB DDR4 512GB SSD NVIDIA MX230 DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 2.1 ГГц; видеоадаптер дискретный; экран 15.6"" TN 1366x768; объем оперативной памяти 4 Гб; накопитель SSD 512 Гб; DVDRW нет; вес от 1.9 кг            ",48710 сом,https://www.kivano.kg/images/product/92611/1621453646_70894900.jpg
Ноутбук Acer Nitro AN515-57 Intel Core i5-10300H 16GB DDR4 256GB SSD NVIDIA RTX 3050 FHD DOS Black,"



        Операционная система DOS процессор Intel Core i5 (4/8) 2500 - 4500 MHz; видеоадаптер NVIDIA RTX 3050 4GB GDDR6; экран 15.6"" IPS 1920x1080; оперативная память 16 GB DDR4; накопитель SSD 256...            ",93180 сом,https://www.kivano.kg/images/product/100803/1638378019_42028500.png
Ноутбук HP 255 G8 AMD Ryzen 5 3500U 16GB DDR4 128GB SSD FHD DOS Black,"



        Операционная система DOS; процессор AMD Ryzen 5 (4/8) 2100 - 3700 MHz; видеоадаптер Radeon Vega; экран 15.6"" TN 1920x1080; оперативная память 16 GB DDR4; накопитель SSD 128 GB; DVDRW нет;...            ",49490 сом,https://www.kivano.kg/images/product/102083/1640848796_00470000.jpg
Ноутбук Asus X509JA Intel Core i3-1005G1 20GB DDR4 256GB SSD FHD W10 Silver,"



        Операционная система Windows 10; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 20 GB DDR4; накопитель 256 GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics            ",60520 сом,https://www.kivano.kg/images/product/105411/1649927325_68001300.png
Ноутбук Dell Inspiron 3511 Intel Core i5-1135G7 8GB DDR4 1000GB HDD + 256GB SSD NVIDIA MX350 FHD DOS Silver,"



        Операционная система DOS; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 8GB DDR4; накопитель 1000GB HDD + 256GB SSD; экран 15.6"" WVA 1920x1080; видеоадаптер NVIDIA MX 350            ",65320 сом,https://www.kivano.kg/images/product/107715/1655841325_15489200.jpg
Ноутбук Lenovo V15 G1-IML Intel Core i5-10210U 8GB DDR4 500GB HDD + 128GB SSD FHD DOS Gray,"



        Операционная система DOS; процессор Intel Core i5-10210U (4/8) 1600-4200 MHz; оперативная память 8GB DDR4; накопитель 500GB HDD + 128GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            ",47820 сом,https://www.kivano.kg/images/product/108227/1656565973_91297200.jpg
Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 8GB DDR4 500GB HDD Nvidia Geforce MX230 2GB HD черный,"



        Тип: ноутбук; Процессор: Intel Core i3-10110U; Разрешение экрана: 1366x768 HD; Графический контроллер: Nvidia GeForce MX230; Объем оперативной памяти: 8 GB DDR4; Объем накопителя HDD: 500 GB; Вес: от 1.9 кг            ",46770 сом,https://www.kivano.kg/images/product/87236/1608792321_47357300.jpg
Ноутбук Acer Aspire A315-57G Intel Core i7-1065G7 12GB DDR4 1000GB HDD NVIDIA MX330 FHD DOS Black,"



        Операционная система DOS; 4х-ядерный процессор 1.3 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" TN 1920х1080; объем оперативной памяти 12 Гб; накопитель HDD 1000 Гб; DVDRW нет; вес от 1.9 кг            ",67070 сом,https://www.kivano.kg/images/product/88772/1620889790_56382300.jpg
